City,Property_Type,BHK,Size_in_SqFt,Age_of_Property,Furnished_Status,Public_Transport,Nearby_Schools,Nearby_Hospitals,Parking,Security,Price_in_Lakhs,Good_Investment
Pune,Villa,3,1288,20,Fully-Furnished,Medium,9.0,4,Yes,No,91.23,1
Delhi,Independent House,3,1318,14,Fully-Furnished,Medium,1.0,4,Yes,Yes,153.47,1
Pune,Independent House,2,982,16,Unfurnished,Medium,7.0,0,No,Yes,54.24,1
Bangalore,Independent House,2,1090,36,Unfurnished,Low,10.0,1,No,No,73.16,1
Mumbai,Apartment,2,1163,12,Semi-Furnished,Medium,7.0,1,Yes,No,265.17,0
Pune,Apartment,3,1342,18,Semi-Furnished,High,2.0,3,Yes,Yes,118.14,0
Indore,Apartment,3,1238,29,Unfurnished,High,6.0,6,No,Yes,45.84,1
Mumbai,Independent House,4,1719,17,Fully-Furnished,Medium,6.0,2,No,No,416.41,0
Delhi,Independent House,3,1589,13,,Medium,1.0,4,Yes,No,294.43,0
Indore,Independent House,2,1171,35,Unfurnished,High,8.0,8,Yes,Yes,40.13,1
Mumbai,Apartment,4,1803,35,Fully-Furnished,High,2.0,4,No,Yes,398.64,0
Indore,Independent House,4,1999,19,Unfurnished,Medium,1.0,8,Yes,No,74.58,0
Delhi,Apartment,1,432,18,Semi-Furnished,Medium,2.0,0,Yes,Yes,62.03,0
Bangalore,Apartment,3,1623,6,Semi-Furnished,High,1.0,8,No,No,169.04,0
Delhi,Apartment,2,973,3,Unfurnished,Medium,7.0,4,Yes,Yes,145.48,0
Delhi,Apartment,3,1570,33,Fully-Furnished,Low,4.0,7,No,Yes,248.03,0
Indore,Apartment,4,1745,1,Semi-Furnished,Medium,2.0,4,Yes,Yes,88.5,0
Jaipur,Apartment,2,899,4,Semi-Furnished,Low,4.0,5,No,Yes,29.3,1
Pune,Apartment,1,509,9,Unfurnished,Medium,10.0,7,Yes,No,42.27,0
Pune,Apartment,3,1584,31,Unfurnished,Medium,10.0,1,No,No,109.71,1
Bangalore,Independent House,3,1304,40,Unfurnished,High,7.0,2,Yes,No,120.9,0
Bangalore,Villa,1,583,12,Semi-Furnished,Medium,6.0,8,Yes,No,53.68,0
Pune,Apartment,5,2262,38,Semi-Furnished,Medium,5.0,4,Yes,Yes,161.73,1
Jaipur,Independent House,3,1500,4,Unfurnished,Low,,4,No,No,56.48,1
Pune,Independent House,3,1518,9,Semi-Furnished,High,9.0,8,Yes,Yes,155.31,0
Jaipur,Apartment,4,1796,9,Semi-Furnished,Low,0.0,2,Yes,Yes,62.03,1
Bangalore,Apartment,2,1018,37,Semi-Furnished,Medium,0.0,3,Yes,Yes,75.38,1
Mumbai,Apartment,3,1302,26,Semi-Furnished,Low,9.0,6,Yes,No,203.02,1
Indore,Apartment,2,722,20,Fully-Furnished,High,7.0,1,Yes,No,29.35,0
Bangalore,Villa,2,1007,7,Semi-Furnished,Medium,7.0,7,No,No,88.31,0
Bangalore,Independent House,3,1404,0,Semi-Furnished,Medium,6.0,4,Yes,Yes,157.63,0
Delhi,Apartment,1,584,27,Unfurnished,Medium,,0,Yes,Yes,71.0,1
Delhi,Independent House,2,995,38,Unfurnished,High,3.0,2,No,Yes,152.28,0
Delhi,Independent House,2,879,13,Unfurnished,Medium,0.0,8,Yes,Yes,117.17,1
Indore,Independent House,3,1307,20,Semi-Furnished,High,,4,Yes,Yes,43.7,1
Delhi,Apartment,3,1480,29,Unfurnished,High,0.0,7,Yes,No,190.83,1
Jaipur,Independent House,3,1547,20,Unfurnished,High,3.0,0,Yes,No,70.89,0
Pune,Apartment,3,1650,8,Semi-Furnished,Medium,2.0,6,Yes,Yes,175.66,0
Mumbai,Apartment,4,1799,16,Unfurnished,High,6.0,6,Yes,Yes,349.03,1
Bangalore,Apartment,3,1493,4,Unfurnished,Low,4.0,7,No,No,164.23,0
Jaipur,Apartment,4,2005,30,Unfurnished,Medium,4.0,2,Yes,No,71.88,1
Mumbai,Villa,3,1298,39,Semi-Furnished,High,3.0,0,Yes,No,231.49,1
Jaipur,Apartment,2,1181,37,Unfurnished,Medium,0.0,8,No,Yes,46.16,1
Jaipur,Apartment,3,1493,18,Semi-Furnished,Medium,4.0,0,Yes,Yes,76.36,0
Bangalore,Apartment,2,1163,35,Semi-Furnished,Medium,3.0,5,No,No,99.31,1
Pune,Villa,4,1991,32,Semi-Furnished,Medium,9.0,8,Yes,Yes,113.11,1
Delhi,Apartment,4,1702,12,Semi-Furnished,Medium,7.0,1,Yes,No,261.19,0
Indore,Independent House,3,1550,13,Fully-Furnished,High,1.0,3,Yes,Yes,91.7,0
Pune,Apartment,3,1303,32,Unfurnished,High,7.0,1,Yes,Yes,63.63,1
Indore,Apartment,2,1087,28,Unfurnished,Medium,0.0,3,Yes,No,38.2,1
Bangalore,Apartment,3,1531,35,Unfurnished,Low,3.0,1,Yes,Yes,104.5,1
Bangalore,Apartment,2,799,9,Unfurnished,High,2.0,0,Yes,No,66.66,1
Bangalore,Apartment,4,1864,30,Unfurnished,Medium,4.0,2,Yes,Yes,167.71,0
Mumbai,Apartment,2,1179,5,Unfurnished,Low,4.0,7,Yes,No,176.71,1
Indore,Independent House,3,1372,0,Semi-Furnished,Low,4.0,4,Yes,Yes,51.87,0
Pune,Apartment,2,886,6,Semi-Furnished,Medium,3.0,3,Yes,Yes,87.68,0
Pune,Apartment,3,1539,26,Unfurnished,Low,7.0,4,Yes,Yes,118.84,1
Jaipur,Apartment,2,1069,20,Semi-Furnished,Low,2.0,5,Yes,No,46.0,0
Jaipur,Independent House,3,1510,27,Unfurnished,Medium,3.0,5,Yes,No,58.42,1
Jaipur,Apartment,3,1553,15,,Medium,0.0,4,Yes,Yes,62.41,1
Bangalore,Apartment,2,991,22,Semi-Furnished,Medium,6.0,5,Yes,Yes,79.75,1
Pune,Villa,2,801,19,Unfurnished,High,0.0,8,Yes,No,55.66,1
Indore,Apartment,4,1863,37,Unfurnished,High,1.0,4,No,No,70.25,0
Bangalore,Apartment,2,1173,24,Unfurnished,Medium,10.0,5,Yes,No,98.41,1
Mumbai,Apartment,3,1340,27,Fully-Furnished,Low,6.0,3,Yes,No,296.09,0
Jaipur,Apartment,3,1444,4,Semi-Furnished,High,0.0,2,No,Yes,63.49,0
Bangalore,Apartment,2,749,20,Unfurnished,Low,10.0,5,No,Yes,52.32,1
Bangalore,Apartment,3,1435,17,Fully-Furnished,High,2.0,4,No,Yes,159.11,0
Mumbai,Apartment,3,1290,5,Semi-Furnished,Low,5.0,3,Yes,No,180.79,1
Delhi,Apartment,2,993,28,Semi-Furnished,High,5.0,4,Yes,Yes,87.23,1
Pune,Apartment,2,787,18,Fully-Furnished,Medium,5.0,6,No,Yes,76.99,0
Indore,Independent House,3,1492,32,Unfurnished,Medium,10.0,0,No,No,43.11,1
Delhi,Independent House,4,1701,0,Unfurnished,High,1.0,0,Yes,Yes,283.54,0
Jaipur,Villa,3,1321,2,Semi-Furnished,Medium,1.0,0,Yes,No,65.18,0
Bangalore,Apartment,1,676,20,Semi-Furnished,Medium,5.0,1,No,No,68.55,0
Mumbai,Apartment,2,827,34,Semi-Furnished,Medium,9.0,8,Yes,No,142.03,1
Mumbai,Apartment,2,1077,40,Semi-Furnished,High,4.0,4,Yes,Yes,192.4,1
Pune,Apartment,4,1876,39,,Low,6.0,8,Yes,Yes,117.97,1
Delhi,Independent House,2,1151,2,Fully-Furnished,Low,6.0,4,Yes,No,198.4,0
Pune,Apartment,2,1063,24,Fully-Furnished,Medium,4.0,6,Yes,Yes,95.27,0
Bangalore,Apartment,1,581,37,Fully-Furnished,Low,7.0,5,Yes,Yes,54.45,0
Pune,Apartment,2,987,19,Fully-Furnished,Medium,9.0,1,No,No,67.68,1
Indore,Apartment,2,757,33,Unfurnished,Low,5.0,2,Yes,Yes,30.8,0
Mumbai,Apartment,2,849,20,Unfurnished,Medium,4.0,4,Yes,No,156.66,1
Mumbai,Apartment,3,1298,22,Semi-Furnished,Low,3.0,3,No,No,245.45,1
Jaipur,Apartment,2,1090,5,Fully-Furnished,Medium,6.0,5,Yes,Yes,54.59,0
Jaipur,Independent House,4,1930,12,Semi-Furnished,Low,3.0,7,Yes,Yes,69.41,1
Bangalore,Apartment,4,1681,22,Semi-Furnished,Low,4.0,7,Yes,Yes,129.73,1
Indore,Independent House,2,1006,8,Unfurnished,Low,4.0,2,Yes,Yes,44.37,0
Delhi,Independent House,2,883,16,Unfurnished,High,0.0,3,Yes,No,157.95,0
Pune,Apartment,4,1803,1,Semi-Furnished,Low,0.0,0,Yes,Yes,156.63,0
Bangalore,Villa,4,1914,18,Unfurnished,High,2.0,1,No,Yes,202.59,0
Jaipur,Apartment,1,400,18,Unfurnished,Low,10.0,8,No,No,16.19,1
Pune,Independent House,3,1287,6,Unfurnished,Low,2.0,1,Yes,Yes,99.33,1
Jaipur,Apartment,2,1149,19,Unfurnished,Medium,1.0,5,Yes,Yes,40.63,1
Pune,Apartment,3,1510,8,Semi-Furnished,Medium,1.0,6,Yes,No,111.72,1
Delhi,Apartment,4,2027,16,Unfurnished,High,,5,Yes,Yes,263.11,1
Bangalore,Apartment,2,1056,26,Semi-Furnished,High,0.0,7,Yes,No,119.27,0
Pune,Independent House,1,426,1,Unfurnished,High,5.0,8,No,No,43.96,0
Indore,Apartment,3,1482,35,Fully-Furnished,Medium,4.0,7,Yes,No,63.79,0
Mumbai,Villa,4,1806,18,Unfurnished,Medium,5.0,4,Yes,No,375.66,0
Indore,Apartment,2,1128,16,Semi-Furnished,Medium,4.0,7,Yes,Yes,37.17,1
Indore,Independent House,2,968,4,Semi-Furnished,High,6.0,8,Yes,No,46.73,0
Mumbai,Apartment,2,1075,38,Unfurnished,Medium,0.0,7,No,No,217.35,1
Indore,Apartment,3,1590,17,Fully-Furnished,Medium,2.0,1,No,Yes,70.1,0
Pune,Apartment,2,1068,6,Semi-Furnished,Low,5.0,1,Yes,Yes,70.05,1
Pune,Villa,3,1382,16,,Low,0.0,2,Yes,No,78.57,1
Pune,Apartment,3,1261,38,Unfurnished,High,10.0,6,No,Yes,97.9,1
Mumbai,Apartment,3,1220,35,Fully-Furnished,Medium,10.0,8,No,No,226.35,1
Indore,Apartment,3,1531,39,Semi-Furnished,Medium,6.0,7,No,Yes,51.56,1
Mumbai,Villa,2,1059,3,Unfurnished,Low,3.0,8,Yes,Yes,193.76,1
Pune,Apartment,2,1078,37,Unfurnished,High,2.0,5,Yes,Yes,78.45,1
Indore,Apartment,3,1569,24,Fully-Furnished,Low,9.0,0,Yes,Yes,47.73,1
Indore,Apartment,2,855,4,Semi-Furnished,High,8.0,3,Yes,Yes,39.26,0
Jaipur,Independent House,2,898,29,Semi-Furnished,Low,0.0,5,No,Yes,36.93,0
Jaipur,Independent House,2,746,11,Unfurnished,High,7.0,5,Yes,Yes,37.84,0
Delhi,Apartment,3,1590,3,Semi-Furnished,High,0.0,7,Yes,No,213.53,1
Bangalore,Apartment,3,1208,23,Unfurnished,Low,4.0,0,Yes,No,100.59,1
Jaipur,Apartment,2,725,28,Unfurnished,Medium,9.0,1,No,No,24.75,1
Mumbai,Apartment,3,1592,8,Semi-Furnished,Medium,7.0,1,Yes,Yes,430.29,0
Jaipur,Apartment,2,1028,3,Fully-Furnished,Low,5.0,5,Yes,Yes,55.27,0
Delhi,Villa,2,901,23,Unfurnished,High,6.0,6,Yes,Yes,126.31,0
Indore,Apartment,2,1172,13,Semi-Furnished,Medium,10.0,1,Yes,Yes,60.24,0
Delhi,Independent House,4,1841,4,Semi-Furnished,Medium,7.0,4,Yes,Yes,252.11,1
Indore,Apartment,2,1092,17,Semi-Furnished,Low,5.0,5,Yes,Yes,38.79,1
Indore,Villa,3,1480,18,Fully-Furnished,Medium,10.0,3,No,Yes,63.95,0
Bangalore,Apartment,3,1541,11,Semi-Furnished,High,5.0,0,Yes,Yes,202.37,0
Jaipur,Apartment,3,1427,17,Unfurnished,Medium,10.0,2,Yes,Yes,70.32,0
Mumbai,Apartment,4,1758,16,Fully-Furnished,High,5.0,8,No,No,473.77,0
Mumbai,Apartment,2,967,29,Semi-Furnished,High,4.0,5,No,Yes,173.04,1
Pune,Apartment,2,833,23,,Low,7.0,1,Yes,No,56.38,1
Indore,Villa,2,825,10,Semi-Furnished,Low,1.0,8,Yes,Yes,34.17,0
Mumbai,Independent House,2,1192,34,Fully-Furnished,High,6.0,3,Yes,Yes,205.06,1
Bangalore,Apartment,2,871,22,Unfurnished,Medium,3.0,7,Yes,Yes,75.27,1
Indore,Apartment,3,1309,16,Unfurnished,Low,0.0,6,No,Yes,50.39,0
Bangalore,Apartment,3,1281,0,Fully-Furnished,Medium,4.0,2,No,No,106.09,1
Mumbai,Apartment,3,1657,14,Unfurnished,Medium,,7,Yes,Yes,366.37,0
Mumbai,Apartment,3,1366,31,Unfurnished,High,3.0,3,Yes,Yes,299.7,0
Pune,Villa,2,1084,8,Semi-Furnished,Low,6.0,1,Yes,Yes,82.73,1
Mumbai,Independent House,3,1414,14,Fully-Furnished,Low,4.0,4,Yes,Yes,296.06,0
Indore,Independent House,2,838,27,Unfurnished,High,3.0,0,Yes,No,22.2,1
Indore,Apartment,3,1235,23,Fully-Furnished,High,0.0,7,Yes,Yes,50.66,0
Indore,Independent House,3,1378,34,Semi-Furnished,Medium,5.0,7,Yes,Yes,35.53,1
Pune,Villa,3,1302,21,Semi-Furnished,High,10.0,2,Yes,Yes,98.33,1
Pune,Apartment,3,1416,26,Fully-Furnished,Medium,9.0,0,Yes,Yes,106.91,1
Mumbai,Apartment,2,992,18,Unfurnished,High,5.0,3,Yes,Yes,173.79,1
Delhi,Independent House,4,1711,11,Unfurnished,Medium,6.0,8,Yes,Yes,194.87,1
Delhi,Apartment,4,1979,19,Unfurnished,Low,0.0,8,No,Yes,204.96,1
Pune,Apartment,1,609,0,Semi-Furnished,High,3.0,0,Yes,No,69.45,0
Mumbai,Apartment,2,764,20,Semi-Furnished,Medium,8.0,6,Yes,No,153.67,1
Delhi,Apartment,3,1267,0,Fully-Furnished,High,9.0,5,Yes,Yes,273.55,0
Mumbai,Apartment,2,1147,9,Semi-Furnished,Medium,5.0,6,Yes,Yes,235.43,0
Mumbai,Independent House,4,2009,31,Semi-Furnished,High,1.0,6,Yes,Yes,384.52,1
Mumbai,Villa,3,1338,38,Semi-Furnished,High,3.0,7,Yes,No,241.32,1
Jaipur,Apartment,4,1807,21,Unfurnished,Low,5.0,7,Yes,Yes,40.51,1
Indore,Apartment,1,430,17,,High,3.0,1,Yes,No,17.95,0
Mumbai,Apartment,3,1576,31,Fully-Furnished,Medium,9.0,3,Yes,Yes,311.03,1
Jaipur,Apartment,2,964,26,Unfurnished,High,6.0,3,Yes,Yes,39.85,0
Pune,Apartment,2,957,27,Unfurnished,Medium,2.0,7,No,No,46.79,1
Delhi,Apartment,2,1151,17,Semi-Furnished,High,5.0,2,Yes,Yes,175.06,0
Indore,Apartment,1,680,38,Unfurnished,Medium,3.0,2,Yes,Yes,19.62,1
Delhi,Apartment,3,1427,28,Fully-Furnished,Low,2.0,1,Yes,Yes,193.06,1
Indore,Apartment,3,1326,17,Unfurnished,Low,2.0,0,Yes,Yes,44.73,1
Delhi,Apartment,3,1356,7,Unfurnished,Medium,1.0,7,Yes,No,180.67,1
Indore,Apartment,3,1605,30,Unfurnished,High,10.0,8,Yes,No,61.66,0
Delhi,Independent House,4,1856,33,Semi-Furnished,Medium,2.0,8,No,Yes,270.48,0
Delhi,Apartment,2,1105,6,Unfurnished,Medium,9.0,7,Yes,Yes,150.01,1
Delhi,Villa,3,1441,35,Semi-Furnished,Medium,0.0,4,Yes,Yes,140.34,1
Delhi,Apartment,3,1367,17,Fully-Furnished,Medium,2.0,0,Yes,No,163.46,1
Pune,Apartment,3,1401,37,Fully-Furnished,Low,8.0,8,Yes,Yes,104.83,1
Mumbai,Independent House,3,1407,8,Unfurnished,High,,5,Yes,Yes,380.12,0
Bangalore,Apartment,4,1886,8,Semi-Furnished,High,2.0,6,No,Yes,140.81,1
Jaipur,Apartment,2,1066,7,Semi-Furnished,Medium,7.0,7,Yes,Yes,40.89,1
Bangalore,Apartment,1,640,34,Fully-Furnished,Low,0.0,4,No,No,48.93,1
Bangalore,Apartment,2,971,17,Fully-Furnished,Low,4.0,5,Yes,No,61.16,1
Indore,Independent House,3,1553,4,Unfurnished,Medium,0.0,6,No,Yes,59.75,0
Mumbai,Apartment,3,1259,13,Semi-Furnished,Medium,6.0,6,No,No,282.75,0
Indore,Apartment,2,1063,27,Unfurnished,High,4.0,1,No,Yes,41.25,0
Mumbai,Apartment,2,819,29,Unfurnished,Medium,1.0,0,No,Yes,139.9,1
Mumbai,Apartment,3,1339,3,Unfurnished,High,0.0,7,Yes,Yes,295.71,0
Delhi,Independent House,3,1508,38,Semi-Furnished,Medium,10.0,4,Yes,Yes,155.27,1
Pune,Villa,3,1372,19,Semi-Furnished,Medium,6.0,1,Yes,No,79.67,1
Delhi,Apartment,2,1149,24,Unfurnished,Medium,0.0,2,Yes,No,143.38,1
Pune,Apartment,3,1309,27,Semi-Furnished,Low,2.0,5,No,Yes,98.7,1
Indore,Villa,3,1306,11,Unfurnished,Medium,10.0,5,Yes,Yes,48.91,0
Pune,Apartment,3,1326,1,Semi-Furnished,High,5.0,7,Yes,Yes,148.18,0
Indore,Apartment,2,776,13,Unfurnished,Medium,5.0,4,Yes,No,30.1,0
Bangalore,Apartment,3,1329,21,Unfurnished,High,,4,No,No,130.96,0
Bangalore,Apartment,2,1074,30,Unfurnished,Medium,10.0,6,No,Yes,85.77,1
Pune,Villa,3,1666,22,Unfurnished,Low,10.0,4,Yes,No,149.34,0
Pune,Independent House,3,1303,19,Semi-Furnished,Medium,0.0,8,Yes,No,95.46,1
Indore,Apartment,3,1584,37,Unfurnished,Medium,6.0,5,Yes,Yes,54.31,1
Delhi,Apartment,2,1129,3,Semi-Furnished,Medium,1.0,6,Yes,Yes,181.11,0
Indore,Apartment,2,1144,14,Unfurnished,Low,5.0,7,Yes,Yes,44.23,0
Delhi,Apartment,4,1848,23,Semi-Furnished,Medium,7.0,4,Yes,Yes,263.44,0
Bangalore,Apartment,3,1425,24,Semi-Furnished,Low,4.0,3,Yes,Yes,114.86,1
Mumbai,Independent House,2,964,0,Unfurnished,Low,9.0,7,Yes,Yes,212.91,0
Pune,Apartment,3,1609,6,Semi-Furnished,Medium,2.0,8,Yes,Yes,148.89,0
Delhi,Apartment,2,1037,30,Unfurnished,Medium,10.0,0,No,No,139.67,1
Indore,Apartment,3,1340,11,Semi-Furnished,High,7.0,2,No,Yes,69.23,0
Bangalore,Apartment,4,1985,4,Unfurnished,Medium,7.0,3,Yes,Yes,189.4,0
Delhi,Apartment,1,677,37,Semi-Furnished,High,3.0,6,No,Yes,74.85,1
Indore,Villa,2,1180,11,Semi-Furnished,Medium,7.0,5,Yes,Yes,47.43,0
Pune,Apartment,3,1413,38,Fully-Furnished,High,4.0,0,Yes,Yes,104.67,1
Pune,Villa,3,1556,17,Semi-Furnished,Medium,10.0,3,Yes,Yes,115.87,1
Jaipur,Apartment,2,754,1,Semi-Furnished,High,4.0,5,No,Yes,36.4,0
Mumbai,Apartment,1,636,9,Unfurnished,Medium,2.0,2,Yes,No,114.44,1
Jaipur,Apartment,4,1686,14,Fully-Furnished,High,6.0,1,Yes,No,53.81,1
Bangalore,Apartment,2,962,29,Semi-Furnished,Medium,10.0,1,Yes,No,96.8,0
Delhi,Apartment,2,945,16,Unfurnished,Low,10.0,3,No,Yes,112.81,1
